Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
615;5700168298;"Souls";journal;"10999949, 15483843";0,227;Q3;15;14;82;485;31;65;0,53;34,64;United Kingdom;"Taylor and Francis Inc.";"1999-2000, 2002-ongoing";"Cultural Studies (Q1); Sociology and Political Science (Q3)"
616;11600153627;"The Journal of Social Policy Studies/Zhurnal Issledovaniy Sotsial'noy Politiki";journal;"17270634";0,227;Q3;3;48;85;1312;21;78;0,27;27,33;Russian Federation;"National Research University Higher School of Economics";"2016-ongoing";"Public Administration (Q3); Sociology and Political Science (Q3)"
617;3900148501;"North American Journal of Psychology";journal;"15277143";0,226;Q3;24;49;94;1851;40;93;0,39;37,78;United States;"North American Journal of Psychology";"2005-2014, 2016-ongoing";"Education (Q3); Psychology (miscellaneous) (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
618;14543;"Smith College Studies in Social Work";journal;"00377317";0,226;Q3;20;24;92;859;30;73;0,48;35,79;United States;"Haworth Press Inc.";"1930-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Work (Q4)"
619;19700187711;"African and Black Diaspora";journal;"17528631";0,225;Q3;7;32;65;1197;25;60;0,51;37,41;United Kingdom;"Routledge";"2010-ongoing";"Cultural Studies (Q1); Anthropology (Q2); Arts and Humanities (miscellaneous) (Q3); Demography (Q3); Sociology and Political Science (Q3)"
620;21100834354;"International Journal of Human Rights in Healthcare";journal;"20564902, 20564910";0,225;Q3;8;41;81;1872;43;72;0,51;45,66;United Kingdom;"Emerald Group Publishing Ltd.";"2015-ongoing";"Health Policy (Q3); Health (social science) (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
621;21100830426;"Journal of Criminological Research, Policy and Practice";journal;"2056385X, 20563841";0,225;Q3;3;22;72;1273;37;67;0,48;57,86;United Kingdom;"Emerald Group Publishing Ltd.";"2015-ongoing";"Health (social science) (Q3); Law (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
622;17300154984;"Revue d'Anthropologie des Connaissances";journal;"17605393";0,225;Q3;11;28;104;1399;35;104;0,32;49,96;France;"Society of Anthropology of Knowledge";"2007-ongoing";"Anthropology (Q2); Education (Q3); History and Philosophy of Science (Q3); Sociology and Political Science (Q3)"
623;19700170425;"Journal of Military Ethics";journal;"15027570";0,223;Q3;18;15;74;476;19;53;0,38;31,73;United Kingdom;"Routledge";"2002-ongoing";"Philosophy (Q2); Sociology and Political Science (Q3)"
624;25902;"South African Journal on Human Rights";journal;"02587203, 19962126";0,223;Q3;11;27;81;912;22;78;0,31;33,78;United Kingdom;"Taylor & Francis";"1986, 1992-1993, 2008-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
625;5600152866;"Studia Socjologiczne";journal;"00393371";0,223;Q3;5;33;127;1827;31;122;0,21;55,36;Poland;"Polska Akademia Nauk";"2008-ongoing";"Sociology and Political Science (Q3)"
626;21100228113;"BMS Bulletin of Sociological Methodology/ Bulletin de Methodologie Sociologique";journal;"07591063";0,222;Q3;14;24;111;691;38;86;0,55;28,79;United States;"SAGE Publications Inc.";"1983-ongoing";"Sociology and Political Science (Q3)"
627;5700166959;"Human Rights Review";journal;"15248879";0,222;Q3;17;19;54;1272;37;53;0,82;66,95;Netherlands;"Springer Netherlands";"2000-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
628;19700173011;"Modern Intellectual History";journal;"14792451, 14792443";0,221;Q3;20;83;124;1633;42;102;0,35;19,67;United Kingdom;"Cambridge University Press";"2004-ongoing";"History (Q1); Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)"
629;145109;"Australian and New Zealand Journal of Family Therapy";journal;"0814723X";0,220;Q3;15;41;156;1357;66;135;0,41;33,10;United Kingdom;"Blackwell";"1979-1995, 2001-2003, 2005-ongoing";"Psychology (miscellaneous) (Q3); Sociology and Political Science (Q3)"
630;15800154711;"Research in Accounting Regulation";journal;"10520457";0,220;Q3;15;21;59;839;50;48;1,00;39,95;United States;"JAI Press";"2003-2005, 2007-ongoing";"Accounting (Q3); Finance (Q3); Sociology and Political Science (Q3)"
631;21100258911;"Izquierdas";journal;"07185049";0,219;Q3;3;83;186;3009;39;186;0,21;36,25;Chile;"Universidad de Santiago de Chile";"2013-ongoing";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
632;21100805792;"Studies in Indian Politics";journal;"23210230, 23217472";0,218;Q3;4;23;65;657;27;54;0,53;28,57;United Kingdom;"SAGE Publications";"2014-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
633;19700182806;"French Colonial History";journal;"15393402";0,217;Q3;4;0;13;0;2;10;0,20;0,00;United States;"Michigan State University Press";"2010-ongoing";"History (Q1); Sociology and Political Science (Q3)"
634;5600156898;"Journal of Social Structure";journal;"15291227";0,217;Q3;4;0;16;0;15;16;0,20;0,00;United States;"Carnegie Mellon University";"2012-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
635;26001;"Drustvena Istrazivanja";journal;"13300288";0,216;Q3;14;30;84;1068;30;73;0,48;35,60;Croatia;"Institut Drustvenih Znanosti lvo Pilar/Institute of Social Sciences lvo Pilar";"1996-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
636;5700165614;"Journal of Middle East Women's Studies";journal;"15525864";0,216;Q3;6;34;123;629;32;108;0,34;18,50;United States;"Indiana University Press";"2013-ongoing";"History (Q1); Cultural Studies (Q2); Gender Studies (Q3); Sociology and Political Science (Q3)"
637;21100448016;"Baltic Journal of European Studies";journal;"22280596";0,215;Q3;4;20;55;775;36;54;0,83;38,75;Germany;"de Gruyter";"2015-ongoing";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
638;14214;"Critical Horizons";journal;"14409917, 15685160";0,215;Q3;11;21;71;736;55;68;0,64;35,05;United Kingdom;"Maney Publishing";"2003-ongoing";"Philosophy (Q2); Sociology and Political Science (Q3)"
639;25798;"International Journal of Politics, Culture and Society";journal;"15733416, 08914486";0,215;Q3;22;43;77;2170;52;62;0,69;50,47;United States;"Springer New York LLC";"1987-2005, 2008-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
640;17356;"Revista mexicana de sociologia";journal;"01882503";0,214;Q3;7;34;80;1289;25;80;0,33;37,91;Mexico;"Universidad Nacional Autonoma de Mexico";"1976, 1978-1979, 1981, 1983, 1985, 1988, 1990, 1993, 1995-1996, 2011-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
641;5700154315;"Family and Consumer Sciences Research Journal";journal;"1077727X";0,213;Q3;26;29;99;1382;30;85;0,29;47,66;United States;"Wiley-Blackwell";"1972-1995, 2009-ongoing";"Cultural Studies (Q2); Sociology and Political Science (Q3)"
642;26481;"Society";journal;"01472011";0,213;Q3;22;74;264;1283;103;244;0,33;17,34;United States;"Springer New York LLC";"1971-1996, 1998, 2002-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
643;22166;"Osteuropa";journal;"25093444, 00306428";0,212;Q3;9;95;248;2439;27;232;0,12;25,67;Germany;"Verlag C.H. Beck oHG";"1974, 1976, 1978-1979, 1984, 1986, 1996-ongoing";"Sociology and Political Science (Q3)"
644;21100814517;"Space and Culture, India";journal;"20528396";0,212;Q3;6;46;68;1422;19;56;0,23;30,91;United Kingdom;"ACCB Publishing";"2013-ongoing";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Education (Q3); Gender Studies (Q3); Sociology and Political Science (Q3)"
645;19700174730;"Zeitschrift für Familienforschung";journal;"14372940";0,212;Q3;10;20;65;862;14;55;0,19;43,10;Germany;"Verlag Barbara Budrich";"2008-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
646;26307;"Journal of the Early Republic";journal;"02751275";0,211;Q3;15;24;82;1879;31;75;0,48;78,29;United States;"Society for Historians of the Early American Republic";"1983, 1987, 2002-ongoing";"History (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)"
647;21100310035;"Economic Annals-XXI";journal;"17286239, 17286220";0,210;Q3;8;62;501;1522;194;501;0,55;24,55;Ukraine;"Institute of Society Transformation";"2013-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)"
648;5700164027;"International Criminal Law Review";journal;"1567536X";0,209;Q3;20;31;125;1309;41;122;0,32;42,23;Netherlands;"Martinus Nijhoff Publishers";"2001-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
649;21100827893;"Sustainable Development of Mountain Territories";journal;"19984502, 2499975X";0,209;Q3;3;47;43;1036;24;43;0,56;22,04;Russian Federation;"North Caucasian Institute of Mining and Metallurgy, State Technological University";"2017-ongoing";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Mechanical Engineering (Q3); Sociology and Political Science (Q3); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)"
650;21100820742;"Scottish Affairs";journal;"09660356, 2053888X";0,207;Q3;3;25;46;631;18;44;0,41;25,24;United Kingdom;"Edinburgh University Press";"2016-ongoing";"Sociology and Political Science (Q3)"
651;21100793924;"TRaNS: Trans-Regional and -National Studies of Southeast Asia";journal;"2051364X, 20513658";0,207;Q3;6;14;47;883;34;43;0,48;63,07;United Kingdom;"Cambridge University Press";"2013-ongoing";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
652;15525;"International Review of Sociology";journal;"03906701, 14699273";0,206;Q3;20;35;101;1959;98;89;0,53;55,97;United Kingdom;"Carfax Publishing Ltd.";"1987-1994, 2003-ongoing";"Sociology and Political Science (Q3)"
653;50047;"Journal of Southeast Asian Studies";journal;"14740680, 00224634";0,204;Q3;27;26;68;1586;29;58;0,41;61,00;United Kingdom;"Cambridge University Press";"1970-ongoing";"History (Q1); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
654;21100812618;"Comunicazione Politica";journal;"19725094, 15946061";0,203;Q3;2;11;67;311;12;63;0,19;28,27;Italy;"Il Mulino publishing house";"2016-ongoing";"Communication (Q3); Sociology and Political Science (Q3)"
655;21853;"Modern and Contemporary France";journal;"14699869, 09639489";0,203;Q3;9;31;79;1219;36;73;0,38;39,32;United Kingdom;"Taylor & Francis";"1993-1995, 1997, 1999, 2001, 2009-ongoing";"History (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)"
656;25988;"Social Research";journal;"0037783X";0,203;Q3;40;37;175;844;75;152;0,46;22,81;United States;"New School University";"1972-1974, 1976, 1979-1980, 1982-1986, 1988, 1995-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
657;4100151522;"Political Power and Social Theory";journal;"01988719";0,202;Q3;14;0;54;0;25;49;0,46;0,00;United Kingdom;"Emerald Group Publishing Ltd.";"2000, 2002-2003, 2005, 2007-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
658;5800175373;"Juncture";journal;"1744540X, 20505876";0,201;Q3;13;0;113;0;47;98;0,57;0,00;United Kingdom;"Wiley-Blackwell";"2013-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
659;18390;"Russian Politics and Law";journal;"10611940";0,201;Q3;8;0;87;0;24;73;0,33;0,00;United States;"M.E. Sharpe Inc.";"1992-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
660;21100827186;"Socialni Prace";journal;"1805885X, 12136204";0,201;Q3;2;48;50;1939;17;43;0,40;40,40;Czech Republic;"Association of Educators in Social Work";"2017-ongoing";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Applied Psychology (Q4); Health (social science) (Q4)"
661;21100820733;"International Organisations Research Journal";journal;"19967845, 25422081";0,200;Q3;4;38;96;1103;54;96;0,61;29,03;Russian Federation;"National Research University Higher School of Economics";"2015-ongoing";"Finance (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
662;21100228533;"Regional Science Inquiry";journal;"17915961";0,199;Q3;4;22;77;630;25;73;0,32;28,64;Greece;"Hellenic Association of Regional Scientists";"2012-ongoing";"Development (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
663;87222;"Review of Politics";journal;"00346705";0,199;Q3;17;29;92;766;30;87;0,30;26,41;United Kingdom;"Cambridge University Press";"1939-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
664;5600152864;"Education et Societes";journal;"1373847X, 17821428";0,198;Q3;12;14;80;548;15;80;0,15;39,14;Belgium;"De Boeck & Larcier";"2001-ongoing";"Education (Q3); Sociology and Political Science (Q3)"
665;21100867680;"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom/State, Religion and Church in Russia and Worldwide";journal;"20737211, 20737203";0,198;Q3;3;51;177;1432;37;169;0,25;28,08;Russian Federation;"Russian Presidential Academy of National Economy and Public Administration";"2015-ongoing";"Religious Studies (Q1); Sociology and Political Science (Q3)"
666;18299;"American Journal of Economics and Sociology";journal;"00029246, 15367150";0,197;Q3;34;42;99;2485;53;86;0,54;59,17;United Kingdom;"Blackwell Publishing Inc.";"1941-1966, 1968-1976, 1978-ongoing";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
667;19900193554;"Revista de Derecho Comunitario Europeo";journal;"11384026";0,197;Q3;5;29;102;1087;21;84;0,38;37,48;Spain;"Centro de Estudios Politicos y Constitucionales";"2008-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
668;5600152968;"Caderno CRH";journal;"01034979";0,196;Q3;8;44;133;1365;28;115;0,19;31,02;Brazil;"Federal University of Bahia Human Resources Center";"2009-ongoing";"Cultural Studies (Q2); Sociology and Political Science (Q3)"
669;5700160560;"Islamic Law and Society";journal;"09289380";0,196;Q3;12;12;37;783;15;37;0,31;65,25;Netherlands;"Brill";"2007-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
670;5600156543;"Netherlands Quarterly of Human Rights";journal;"09240519";0,196;Q3;12;5;62;119;35;43;0,89;23,80;Netherlands;"Stichting Studie- en Informatiecentrum Mensenrechten";"2006-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
671;21100220499;"Field Actions Science Report";journal;"1867139X, 18678521";0,194;Q3;5;0;47;0;30;43;0,20;0,00;France;"Institut Veolia Environnement";"2012-ongoing";"Development (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Education (Q4); Health (social science) (Q4)"
672;7700153101;"International Organizations Law Review";journal;"15723739, 15723747";0,194;Q3;17;7;50;71;11;50;0,17;10,14;Netherlands;"Brill";"2004-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
673;17100154726;"Middle East Law and Governance";journal;"18763367, 18763375";0,194;Q3;10;13;57;537;25;54;0,41;41,31;Netherlands;"Brill";"2009-ongoing";"Arts and Humanities (miscellaneous) (Q3); Law (Q3); Sociology and Political Science (Q3)"
674;22888;"Political Science";journal;"00323187";0,193;Q3;14;11;39;518;25;37;0,59;47,09;United Kingdom;"Taylor and Francis Ltd.";"1948-1949, 1951-1956, 1960, 1962-1965, 1967-1974, 1976-ongoing";"Sociology and Political Science (Q3)"
675;20500195092;"International Journal of Sustainable Society";journal;"17562546, 17562538";0,192;Q3;12;13;61;679;32;59;0,59;52,23;United Kingdom;"Inderscience Enterprises Ltd.";"2008-ongoing";"Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Management, Monitoring, Policy and Law (Q4)"
676;21100836108;"Knowledge Cultures";journal;"23756527, 23275731";0,192;Q3;8;24;164;782;117;153;1,11;32,58;United States;"Addleton Academic Publishers";"2017-ongoing";"Literature and Literary Theory (Q1); Cultural Studies (Q2); History (Q2); Philosophy (Q2); Law (Q3); Library and Information Sciences (Q3); Sociology and Political Science (Q3); Education (Q4)"
